order_id,order_date,category,product_price,quantity,discount_pct,revenue,region,payment_method,customer_age,is_returned,rating,month,month_name,day_of_week,quarter
ORD100534,2023-11-01 20:58:00,Sports,998.12,1,15,848.4,North,UPI,50,0,5,11,Nov,Wednesday,4
ORD100535,2023-12-03 21:22:00,Clothing,518.31,1,10,466.48,South,Debit Card,56,0,5,12,Dec,Sunday,4
ORD100536,2023-10-16 20:43:00,Electronics,11265.4,3,10,30416.59,West,COD,39,0,4,10,Oct,Monday,4
ORD100537,2023-08-09 03:00:00,Books,472.4,1,10,425.16,North,UPI,64,0,4,8,Aug,Wednesday,3
ORD100538,2023-09-23 17:37:00,Sports,2233.7,1,10,2010.33,Central,UPI,47,0,2,9,Sep,Saturday,3
ORD100539,2023-07-20 14:49:00,Books,461.61,1,0,461.61,Central,Debit Card,59,0,2,7,Jul,Thursday,3
ORD100540,2023-06-26 00:30:00,Clothing,1759.44,1,0,1759.44,North,UPI,28,0,2,6,Jun,Monday,2
ORD100541,2023-03-01 23:09:00,Electronics,14001.77,1,0,14001.77,East,UPI,32,0,4,3,Mar,Wednesday,1
ORD100542,2023-04-16 16:30:00,Home & Kitchen,2168.8,2,15,3686.95,East,Credit Card,20,0,5,4,Apr,Sunday,2
ORD100543,2023-12-23 14:20:00,Home & Kitchen,2377.95,1,5,2259.05,North,UPI,30,0,4,12,Dec,Saturday,4
ORD100544,2023-02-28 00:54:00,Beauty,595.83,2,0,1191.66,East,Debit Card,46,0,5,2,Feb,Tuesday,1
ORD100545,2023-03-26 23:15:00,Beauty,925.71,1,0,925.71,Central,UPI,43,0,3,3,Mar,Sunday,1
ORD100546,2023-06-19 17:27:00,Clothing,100.0,1,10,90.0,West,UPI,42,0,4,6,Jun,Monday,2
ORD100547,2023-11-19 05:11:00,Home & Kitchen,2407.66,3,0,7222.98,West,UPI,43,0,1,11,Nov,Sunday,4
ORD100548,2023-11-11 06:28:00,Beauty,984.19,3,10,2657.32,Central,Credit Card,33,0,2,11,Nov,Saturday,4
ORD100549,2023-12-27 06:13:00,Electronics,13775.86,1,5,13087.07,East,Debit Card,46,0,5,12,Dec,Wednesday,4
ORD100550,2023-10-23 03:51:00,Electronics,8229.63,1,0,8229.63,Central,UPI,57,0,3,10,Oct,Monday,4
ORD100551,2023-04-11 14:07:00,Books,553.51,1,0,553.51,East,Debit Card,23,0,4,4,Apr,Tuesday,2
ORD100552,2023-09-28 20:20:00,Home & Kitchen,1714.64,1,10,1543.18,Central,UPI,32,0,5,9,Sep,Thursday,3
ORD100553,2023-10-28 03:22:00,Home & Kitchen,2369.03,1,5,2250.58,East,Net Banking,20,0,4,10,Oct,Saturday,4
ORD100554,2023-03-30 21:45:00,Sports,1669.26,1,10,1502.33,East,COD,48,0,1,3,Mar,Thursday,1
ORD100555,2023-02-13 21:08:00,Sports,1367.67,1,10,1230.91,East,UPI,26,0,5,2,Feb,Monday,1
ORD100556,2023-03-01 05:23:00,Books,440.28,1,10,396.25,South,Credit Card,54,0,4,3,Mar,Wednesday,1
ORD100557,2023-11-02 04:36:00,Home & Kitchen,3410.41,2,10,6138.73,West,Credit Card,52,0,4,11,Nov,Thursday,4
ORD100558,2023-11-22 17:44:00,Home & Kitchen,1623.49,1,15,1379.97,South,Credit Card,46,0,3,11,Nov,Wednesday,4
ORD100559,2023-05-28 04:11:00,Home & Kitchen,2623.07,2,5,4983.82,East,Net Banking,43,0,4,5,May,Sunday,2
ORD100560,2023-01-28 11:00:00,Sports,1077.23,1,10,969.51,West,UPI,33,0,4,1,Jan,Saturday,1
ORD100561,2023-10-15 16:41:00,Home & Kitchen,2518.34,1,0,2518.34,West,Credit Card,47,0,5,10,Oct,Sunday,4
ORD100562,2023-08-01 22:53:00,Home & Kitchen,2503.42,2,0,5006.85,West,Credit Card,43,0,5,8,Aug,Tuesday,3
ORD100563,2023-10-17 00:50:00,Electronics,13327.22,1,5,12660.86,South,UPI,64,0,5,10,Oct,Tuesday,4
ORD100564,2023-04-26 17:18:00,Books,423.99,3,5,1208.38,South,Debit Card,63,0,4,4,Apr,Wednesday,2
ORD100565,2023-09-11 17:32:00,Sports,728.14,1,10,655.33,North,Credit Card,32,0,4,9,Sep,Monday,3
ORD100566,2023-10-06 11:34:00,Books,510.9,1,0,510.9,North,Debit Card,54,0,1,10,Oct,Friday,4
ORD100567,2023-10-07 06:27:00,Home & Kitchen,2853.07,3,0,8559.21,North,Debit Card,22,0,5,10,Oct,Saturday,4
ORD100568,2023-05-07 09:55:00,Beauty,793.35,1,5,753.69,North,Credit Card,46,0,4,5,May,Sunday,2
ORD100569,2023-02-14 14:55:00,Books,613.08,1,10,551.77,North,Debit Card,50,0,2,2,Feb,Tuesday,1
ORD100570,2023-04-18 23:37:00,Clothing,1780.7,3,15,4540.78,East,Net Banking,62,0,4,4,Apr,Tuesday,2
ORD100571,2023-11-20 13:10:00,Sports,1232.12,1,0,1232.12,Central,UPI,52,0,4,11,Nov,Monday,4
ORD100572,2023-04-16 01:36:00,Clothing,1366.93,1,10,1230.24,East,Credit Card,52,0,1,4,Apr,Sunday,2
ORD100573,2023-10-03 05:20:00,Sports,2801.96,4,10,10087.04,East,UPI,53,0,5,10,Oct,Tuesday,4
ORD100574,2023-09-21 21:52:00,Books,560.71,2,15,953.21,North,UPI,27,0,2,9,Sep,Thursday,3
ORD100575,2023-01-31 08:55:00,Home & Kitchen,3816.04,2,10,6868.87,South,Debit Card,19,0,4,1,Jan,Tuesday,1
ORD100576,2023-05-08 04:45:00,Clothing,1449.93,4,15,4929.77,East,Net Banking,45,0,3,5,May,Monday,2
ORD100577,2023-07-21 15:09:00,Beauty,480.21,5,20,1920.83,Central,Debit Card,21,0,4,7,Jul,Friday,3
ORD100578,2023-08-01 12:28:00,Beauty,901.95,4,10,3247.03,North,Debit Card,44,0,4,8,Aug,Tuesday,3
ORD100579,2023-07-26 16:47:00,Electronics,10646.09,4,0,42584.37,East,Debit Card,22,0,4,7,Jul,Wednesday,3
ORD100580,2023-08-21 15:20:00,Books,641.26,3,5,1827.59,Central,UPI,57,0,4,8,Aug,Monday,3
ORD100581,2023-02-17 23:29:00,Beauty,1006.49,2,10,1811.68,East,Net Banking,31,0,4,2,Feb,Friday,1
ORD100582,2023-07-23 06:27:00,Sports,404.75,2,15,688.07,South,Credit Card,45,0,4,7,Jul,Sunday,3
ORD100583,2023-05-26 10:35:00,Books,100.0,1,5,95.0,Central,UPI,55,0,2,5,May,Friday,2
ORD100584,2023-06-25 21:48:00,Home & Kitchen,1864.55,2,10,3356.19,North,UPI,46,0,2,6,Jun,Sunday,2
ORD100585,2023-08-24 00:07:00,Beauty,974.7,2,15,1657.0,South,Credit Card,33,0,4,8,Aug,Thursday,3
ORD100586,2023-08-08 06:44:00,Electronics,9825.33,2,0,19650.66,South,Net Banking,40,0,5,8,Aug,Tuesday,3
ORD100587,2023-03-23 08:05:00,Books,400.22,5,0,2001.1,East,UPI,59,0,4,3,Mar,Thursday,1
ORD100588,2023-12-07 20:10:00,Books,487.33,2,0,974.65,North,UPI,56,0,4,12,Dec,Thursday,4
ORD100589,2023-12-25 07:27:00,Books,423.57,2,15,720.08,North,Debit Card,46,0,4,12,Dec,Monday,4
ORD100590,2023-04-20 15:04:00,Electronics,7969.68,1,0,7969.68,South,Credit Card,32,0,5,4,Apr,Thursday,2
ORD100591,2023-12-15 14:00:00,Sports,715.97,2,20,1145.55,North,Debit Card,57,0,3,12,Dec,Friday,4
ORD100592,2023-08-05 22:08:00,Electronics,10129.89,1,0,10129.89,West,UPI,27,0,4,8,Aug,Saturday,3
ORD100593,2023-02-15 23:51:00,Home & Kitchen,1225.66,2,0,2451.32,North,UPI,54,0,5,2,Feb,Wednesday,1
ORD100594,2023-06-03 04:24:00,Books,527.66,1,5,501.28,South,Debit Card,27,0,3,6,Jun,Saturday,2
ORD100595,2023-03-15 02:33:00,Beauty,1350.17,2,0,2700.34,Central,UPI,40,0,4,3,Mar,Wednesday,1
ORD100596,2023-03-26 14:22:00,Beauty,1174.62,1,5,1115.89,South,Debit Card,26,0,4,3,Mar,Sunday,1
ORD100597,2023-07-30 19:43:00,Clothing,925.23,1,20,740.18,West,Net Banking,34,0,4,7,Jul,Sunday,3
ORD100598,2023-02-21 04:48:00,Electronics,12171.56,5,15,51729.13,North,Credit Card,37,0,4,2,Feb,Tuesday,1
ORD100599,2023-06-29 13:20:00,Home & Kitchen,2309.46,1,10,2078.51,South,UPI,29,0,5,6,Jun,Thursday,2
ORD100600,2023-02-13 07:35:00,Beauty,1185.43,1,0,1185.43,Central,Credit Card,21,0,4,2,Feb,Monday,1
ORD100601,2023-05-26 22:01:00,Sports,1543.45,4,15,5247.71,East,UPI,54,0,5,5,May,Friday,2
ORD100602,2023-09-18 06:47:00,Sports,2568.34,1,20,2054.67,West,UPI,25,0,4,9,Sep,Monday,3
ORD100603,2023-05-03 15:24:00,Electronics,8614.9,1,5,8184.16,North,UPI,45,0,5,5,May,Wednesday,2
ORD100604,2023-11-01 02:33:00,Beauty,127.84,4,5,485.77,North,COD,55,1,4,11,Nov,Wednesday,4
ORD100605,2023-03-09 12:55:00,Books,361.84,1,0,361.84,Central,Credit Card,52,1,5,3,Mar,Thursday,1
ORD100606,2023-12-16 05:48:00,Sports,2666.77,2,0,5333.53,West,COD,42,0,3,12,Dec,Saturday,4
ORD100607,2023-01-09 18:04:00,Electronics,5869.02,1,5,5575.57,North,UPI,39,0,4,1,Jan,Monday,1
ORD100608,2023-01-31 12:32:00,Electronics,6757.53,1,0,6757.53,East,Debit Card,53,0,4,1,Jan,Tuesday,1
ORD100609,2023-08-01 13:44:00,Sports,1891.32,1,5,1796.75,West,UPI,44,0,3,8,Aug,Tuesday,3
ORD100610,2023-10-03 19:09:00,Sports,1340.66,4,5,5094.52,East,UPI,45,0,3,10,Oct,Tuesday,4
ORD100611,2023-09-19 06:51:00,Electronics,6301.32,1,5,5986.26,South,Credit Card,34,0,5,9,Sep,Tuesday,3
ORD100612,2023-10-28 20:48:00,Home & Kitchen,3369.22,1,10,3032.3,North,UPI,47,0,4,10,Oct,Saturday,4
ORD100613,2023-05-03 01:15:00,Home & Kitchen,1502.28,1,5,1427.16,North,COD,26,0,5,5,May,Wednesday,2
ORD100614,2023-08-21 19:38:00,Electronics,9415.32,1,15,8003.02,North,UPI,26,0,3,8,Aug,Monday,3
ORD100615,2023-12-03 23:11:00,Beauty,627.12,1,5,595.76,North,UPI,26,0,4,12,Dec,Sunday,4
ORD100616,2023-12-26 00:10:00,Clothing,1265.6,1,15,1075.76,West,COD,29,0,5,12,Dec,Tuesday,4
ORD100617,2023-09-22 23:16:00,Sports,1860.5,1,10,1674.45,South,UPI,60,0,3,9,Sep,Friday,3
ORD100618,2023-05-18 23:56:00,Beauty,1238.31,3,15,3157.7,North,Debit Card,39,0,1,5,May,Thursday,2
ORD100619,2023-06-21 13:17:00,Electronics,9035.77,3,5,25751.95,Central,UPI,58,0,4,6,Jun,Wednesday,2
ORD100620,2023-10-23 20:04:00,Beauty,601.02,1,0,601.02,West,Credit Card,56,0,4,10,Oct,Monday,4
ORD100621,2023-01-29 15:54:00,Books,215.15,2,0,430.3,Central,UPI,19,0,4,1,Jan,Sunday,1
ORD100622,2023-05-11 03:57:00,Clothing,102.88,4,0,411.5,Central,Debit Card,30,0,5,5,May,Thursday,2
ORD100623,2023-04-27 23:32:00,Electronics,8778.57,2,5,16679.29,North,UPI,63,0,3,4,Apr,Thursday,2
ORD100624,2023-05-06 01:30:00,Electronics,7214.5,3,0,21643.5,East,UPI,57,0,5,5,May,Saturday,2
ORD100625,2023-04-02 01:35:00,Clothing,789.77,4,5,3001.11,West,UPI,55,0,2,4,Apr,Sunday,2
ORD100626,2023-08-02 23:20:00,Clothing,1362.03,1,20,1089.62,East,Net Banking,42,0,3,8,Aug,Wednesday,3
ORD100627,2023-07-10 03:32:00,Sports,996.62,1,0,996.62,North,UPI,26,0,5,7,Jul,Monday,3
ORD100628,2023-01-24 12:04:00,Sports,2405.64,3,10,6495.23,West,Net Banking,33,0,4,1,Jan,Tuesday,1
ORD100629,2023-06-17 02:35:00,Books,425.0,3,0,1275.0,West,UPI,64,0,5,6,Jun,Saturday,2
ORD100630,2023-05-30 18:50:00,Clothing,1767.81,1,0,1767.81,East,Debit Card,47,1,4,5,May,Tuesday,2
ORD100631,2023-08-26 11:37:00,Clothing,646.85,3,10,1746.5,West,COD,38,0,4,8,Aug,Saturday,3
ORD100632,2023-10-07 07:09:00,Clothing,1168.67,1,5,1110.23,North,COD,63,0,4,10,Oct,Saturday,4
ORD100633,2023-04-30 17:22:00,Electronics,2948.11,1,0,2948.11,North,COD,60,0,5,4,Apr,Sunday,2
ORD100634,2023-12-03 12:54:00,Electronics,10130.44,3,5,28871.75,East,UPI,40,0,4,12,Dec,Sunday,4
ORD100635,2023-05-02 13:31:00,Sports,1939.87,2,15,3297.77,North,COD,25,0,5,5,May,Tuesday,2
ORD100636,2023-12-31 08:05:00,Clothing,1288.61,1,0,1288.61,North,COD,62,0,3,12,Dec,Sunday,4
ORD100637,2023-07-31 22:57:00,Sports,1161.56,3,10,3136.22,East,Credit Card,57,0,4,7,Jul,Monday,3
ORD100638,2023-02-13 18:06:00,Beauty,614.42,1,5,583.7,Central,UPI,45,1,3,2,Feb,Monday,1
ORD100639,2023-02-08 18:36:00,Home & Kitchen,2261.98,5,5,10744.43,North,Credit Card,64,0,2,2,Feb,Wednesday,1
ORD100640,2023-05-02 09:16:00,Clothing,1211.66,1,20,969.33,East,COD,18,0,4,5,May,Tuesday,2
ORD100641,2023-12-25 23:20:00,Home & Kitchen,1825.92,1,10,1643.33,East,Credit Card,34,0,5,12,Dec,Monday,4
ORD100642,2023-02-08 06:08:00,Clothing,955.8,1,5,908.01,Central,UPI,30,0,4,2,Feb,Wednesday,1
ORD100643,2023-03-26 14:29:00,Electronics,9760.35,1,10,8784.32,East,Credit Card,63,0,3,3,Mar,Sunday,1
ORD100644,2023-07-03 06:28:00,Sports,2845.98,2,0,5691.95,East,Credit Card,52,0,4,7,Jul,Monday,3
ORD100645,2023-02-16 05:51:00,Electronics,9809.01,1,5,9318.56,East,Net Banking,51,0,4,2,Feb,Thursday,1
ORD100646,2023-11-05 01:13:00,Beauty,555.8,2,20,889.29,East,UPI,34,1,5,11,Nov,Sunday,4
ORD100647,2023-05-08 11:25:00,Beauty,806.27,1,0,806.27,Central,UPI,32,0,5,5,May,Monday,2
ORD100648,2023-05-14 05:01:00,Books,312.02,1,5,296.42,West,Net Banking,49,1,1,5,May,Sunday,2
ORD100649,2023-10-09 07:06:00,Sports,1956.95,1,5,1859.1,West,UPI,24,0,2,10,Oct,Monday,4
ORD100650,2023-03-04 00:03:00,Clothing,665.36,2,10,1197.64,South,UPI,32,0,3,3,Mar,Saturday,1
ORD100651,2023-07-10 21:40:00,Home & Kitchen,770.44,1,10,693.4,North,Credit Card,21,0,3,7,Jul,Monday,3
ORD100652,2023-02-08 00:04:00,Books,422.97,1,5,401.82,South,COD,60,0,4,2,Feb,Wednesday,1
ORD100653,2023-03-07 02:57:00,Home & Kitchen,3014.53,3,0,9043.58,East,UPI,61,0,4,3,Mar,Tuesday,1
ORD100654,2023-01-26 05:59:00,Home & Kitchen,1184.54,2,5,2250.62,Central,Credit Card,22,0,4,1,Jan,Thursday,1
ORD100655,2023-07-22 15:01:00,Beauty,1410.75,1,15,1199.14,West,Debit Card,40,0,4,7,Jul,Saturday,3
ORD100656,2023-07-01 06:58:00,Clothing,1083.94,1,15,921.35,South,UPI,49,0,3,7,Jul,Saturday,3
ORD100657,2023-03-18 01:39:00,Home & Kitchen,3131.69,1,0,3131.69,Central,Credit Card,27,0,4,3,Mar,Saturday,1
ORD100658,2023-06-01 15:26:00,Beauty,871.66,2,0,1743.32,Central,Credit Card,39,0,4,6,Jun,Thursday,2
ORD100659,2023-05-24 12:08:00,Electronics,9758.83,1,0,9758.83,West,UPI,28,0,5,5,May,Wednesday,2
ORD100660,2023-05-08 20:51:00,Sports,163.57,1,0,163.57,Central,Debit Card,27,0,3,5,May,Monday,2
ORD100661,2023-07-03 15:34:00,Home & Kitchen,1106.61,1,5,1051.28,West,UPI,47,0,3,7,Jul,Monday,3
ORD100662,2023-09-15 10:24:00,Sports,575.88,2,10,1036.58,East,UPI,63,0,2,9,Sep,Friday,3
ORD100663,2023-11-02 07:01:00,Books,697.16,1,10,627.45,East,UPI,51,0,3,11,Nov,Thursday,4
ORD100664,2023-09-29 11:49:00,Home & Kitchen,1337.17,1,0,1337.17,Central,COD,59,1,3,9,Sep,Friday,3
ORD100665,2023-02-21 07:42:00,Clothing,752.53,1,0,752.53,South,UPI,52,0,4,2,Feb,Tuesday,1
ORD100666,2023-01-29 07:36:00,Beauty,873.23,2,0,1746.46,West,UPI,56,0,2,1,Jan,Sunday,1
ORD100667,2023-04-01 07:37:00,Clothing,1181.21,1,5,1122.15,East,Net Banking,25,0,4,4,Apr,Saturday,2
ORD100668,2023-07-03 18:01:00,Beauty,710.93,1,10,639.84,East,COD,34,0,4,7,Jul,Monday,3
ORD100669,2023-03-14 18:12:00,Sports,1848.95,1,0,1848.95,West,Credit Card,43,0,4,3,Mar,Tuesday,1
ORD100670,2023-09-09 01:05:00,Clothing,1620.99,1,0,1620.99,North,UPI,27,0,5,9,Sep,Saturday,3
ORD100671,2023-01-11 16:30:00,Clothing,1015.4,2,10,1827.71,North,UPI,32,0,4,1,Jan,Wednesday,1
ORD100672,2023-04-14 04:21:00,Sports,1976.52,3,10,5336.6,South,COD,46,0,3,4,Apr,Friday,2
ORD100673,2023-01-31 00:09:00,Books,222.09,1,5,210.99,Central,Debit Card,33,0,5,1,Jan,Tuesday,1
ORD100674,2023-02-26 16:55:00,Clothing,312.0,3,0,936.0,East,COD,46,0,4,2,Feb,Sunday,1
ORD100675,2023-12-27 21:25:00,Books,539.11,1,0,539.11,Central,UPI,36,0,5,12,Dec,Wednesday,4
ORD100676,2023-06-15 04:10:00,Books,334.21,1,0,334.21,West,Debit Card,22,0,5,6,Jun,Thursday,2
ORD100677,2023-11-29 10:11:00,Home & Kitchen,2484.03,1,10,2235.62,Central,Debit Card,46,1,1,11,Nov,Wednesday,4
ORD100678,2023-07-02 07:42:00,Sports,1972.13,1,0,1972.13,Central,Net Banking,48,0,4,7,Jul,Sunday,3
ORD100679,2023-06-07 23:44:00,Home & Kitchen,100.0,3,0,300.0,East,UPI,49,0,4,6,Jun,Wednesday,2
ORD100680,2023-01-01 22:36:00,Beauty,349.18,2,15,593.6,West,Net Banking,63,0,4,1,Jan,Sunday,1
ORD100681,2023-01-17 05:38:00,Sports,1250.86,1,0,1250.86,East,COD,38,0,1,1,Jan,Tuesday,1
ORD100682,2023-04-24 20:36:00,Sports,1133.38,2,0,2266.76,North,COD,41,0,2,4,Apr,Monday,2
ORD100683,2023-06-19 23:04:00,Clothing,861.5,1,0,861.5,South,UPI,28,0,4,6,Jun,Monday,2
ORD100684,2023-03-27 20:56:00,Books,535.24,2,10,963.44,North,Net Banking,47,0,3,3,Mar,Monday,1
ORD100685,2023-11-24 23:56:00,Beauty,1406.53,1,5,1336.21,East,Credit Card,59,0,4,11,Nov,Friday,4
ORD100686,2023-04-18 07:44:00,Books,278.77,1,0,278.77,North,UPI,39,0,5,4,Apr,Tuesday,2
ORD100687,2023-01-01 01:24:00,Electronics,10629.79,1,20,8503.83,West,Debit Card,49,0,5,1,Jan,Sunday,1
ORD100688,2023-07-31 15:56:00,Clothing,991.05,1,0,991.05,West,UPI,51,0,4,7,Jul,Monday,3
ORD100689,2023-02-21 15:50:00,Home & Kitchen,579.35,2,10,1042.84,Central,Debit Card,53,0,3,2,Feb,Tuesday,1
ORD100690,2023-04-26 05:28:00,Beauty,965.73,1,15,820.87,North,Debit Card,45,0,1,4,Apr,Wednesday,2
ORD100691,2023-05-31 00:20:00,Electronics,8731.43,1,5,8294.86,East,COD,54,0,4,5,May,Wednesday,2
ORD100692,2023-06-25 05:56:00,Electronics,7981.59,1,10,7183.44,West,UPI,53,0,5,6,Jun,Sunday,2
ORD100693,2023-10-08 02:21:00,Electronics,10815.76,5,5,51374.86,Central,COD,49,0,4,10,Oct,Sunday,4
ORD100694,2023-12-27 00:27:00,Home & Kitchen,2107.48,1,0,2107.48,South,Credit Card,22,0,4,12,Dec,Wednesday,4
ORD100695,2023-03-22 01:06:00,Home & Kitchen,2402.07,2,0,4804.14,East,UPI,23,0,5,3,Mar,Wednesday,1
ORD100696,2023-07-29 22:35:00,Clothing,1301.14,4,5,4944.35,Central,UPI,61,0,2,7,Jul,Saturday,3
ORD100697,2023-06-02 07:06:00,Books,363.82,1,10,327.44,North,UPI,31,0,1,6,Jun,Friday,2
ORD100698,2023-09-09 04:03:00,Sports,1158.61,1,0,1158.61,East,UPI,40,0,5,9,Sep,Saturday,3
ORD100699,2023-05-31 21:40:00,Electronics,12566.33,3,15,32044.14,Central,Credit Card,46,0,4,5,May,Wednesday,2
ORD100700,2023-01-14 06:10:00,Electronics,12754.72,1,0,12754.72,East,COD,18,0,2,1,Jan,Saturday,1
ORD100701,2023-03-01 09:50:00,Home & Kitchen,928.95,1,20,743.16,West,Credit Card,41,0,2,3,Mar,Wednesday,1
ORD100702,2023-05-16 02:41:00,Beauty,311.19,1,0,311.19,Central,UPI,19,0,4,5,May,Tuesday,2
ORD100703,2023-07-15 11:11:00,Books,340.81,1,0,340.81,West,UPI,20,0,4,7,Jul,Saturday,3
ORD100704,2023-08-27 08:14:00,Home & Kitchen,2351.65,1,10,2116.49,East,Credit Card,36,0,4,8,Aug,Sunday,3
ORD100705,2023-12-23 21:06:00,Clothing,703.62,1,0,703.62,North,Debit Card,39,0,4,12,Dec,Saturday,4
ORD100706,2023-07-31 18:14:00,Sports,1355.34,1,5,1287.57,Central,UPI,43,0,4,7,Jul,Monday,3
ORD100707,2023-09-25 13:34:00,Home & Kitchen,2763.38,2,5,5250.42,West,Credit Card,37,0,5,9,Sep,Monday,3
ORD100708,2023-09-01 09:05:00,Clothing,1188.01,1,0,1188.01,West,COD,59,0,1,9,Sep,Friday,3
ORD100709,2023-01-18 16:36:00,Beauty,1032.38,1,10,929.14,Central,Net Banking,63,0,4,1,Jan,Wednesday,1
ORD100710,2023-11-14 04:07:00,Beauty,568.91,3,0,1706.73,West,UPI,56,0,3,11,Nov,Tuesday,4
ORD100711,2023-04-19 06:08:00,Clothing,1267.82,2,5,2408.85,North,Credit Card,60,1,4,4,Apr,Wednesday,2
ORD100712,2023-08-11 06:52:00,Beauty,996.08,5,10,4482.37,South,Net Banking,21,0,5,8,Aug,Friday,3
ORD100713,2023-06-13 23:58:00,Books,426.32,1,5,405.01,North,UPI,58,0,2,6,Jun,Tuesday,2
ORD100714,2023-07-23 17:20:00,Sports,2099.82,1,0,2099.82,East,Credit Card,36,0,3,7,Jul,Sunday,3
ORD100715,2023-12-25 19:37:00,Electronics,8731.47,1,5,8294.9,Central,Debit Card,20,0,4,12,Dec,Monday,4
ORD100716,2023-08-01 04:09:00,Electronics,5716.65,3,5,16292.45,Central,Credit Card,59,0,4,8,Aug,Tuesday,3
ORD100717,2023-02-24 18:49:00,Electronics,7781.87,1,0,7781.87,North,Debit Card,40,0,5,2,Feb,Friday,1
ORD100718,2023-06-26 13:16:00,Sports,1592.26,1,0,1592.26,West,Debit Card,55,0,3,6,Jun,Monday,2
ORD100719,2023-11-08 15:02:00,Sports,1549.47,1,10,1394.52,South,UPI,21,0,3,11,Nov,Wednesday,4
ORD100720,2023-11-13 19:43:00,Clothing,1240.4,2,15,2108.67,West,UPI,52,0,3,11,Nov,Monday,4
ORD100721,2023-12-20 07:03:00,Books,297.84,1,5,282.95,West,COD,60,0,5,12,Dec,Wednesday,4
ORD100722,2023-01-11 10:52:00,Books,163.45,1,0,163.45,East,UPI,48,0,2,1,Jan,Wednesday,1
ORD100723,2023-12-23 21:06:00,Home & Kitchen,1557.74,4,10,5607.87,South,UPI,56,0,3,12,Dec,Saturday,4
ORD100724,2023-08-15 10:17:00,Beauty,1208.36,4,0,4833.46,West,Credit Card,43,0,5,8,Aug,Tuesday,3
ORD100725,2023-04-07 14:13:00,Electronics,6542.47,1,15,5561.1,West,Debit Card,40,0,4,4,Apr,Friday,2
ORD100726,2023-07-11 01:32:00,Sports,2688.24,1,5,2553.82,South,UPI,54,0,5,7,Jul,Tuesday,3
ORD100727,2023-09-17 12:08:00,Beauty,1030.39,1,10,927.35,Central,Net Banking,47,0,5,9,Sep,Sunday,3
ORD100728,2023-03-30 06:56:00,Electronics,6475.2,1,5,6151.44,South,Net Banking,61,0,4,3,Mar,Thursday,1
ORD100729,2023-01-17 14:03:00,Clothing,998.46,4,0,3993.85,East,Debit Card,54,0,5,1,Jan,Tuesday,1
ORD100730,2023-07-08 14:32:00,Books,360.3,1,0,360.3,West,Debit Card,51,0,4,7,Jul,Saturday,3
ORD100731,2023-12-15 00:15:00,Electronics,4410.76,3,5,12570.68,East,Credit Card,42,0,1,12,Dec,Friday,4
ORD100732,2023-04-01 15:37:00,Home & Kitchen,2649.88,1,5,2517.38,Central,UPI,26,0,5,4,Apr,Saturday,2
ORD100733,2023-05-13 23:53:00,Clothing,1006.1,3,10,2716.47,North,UPI,49,0,4,5,May,Saturday,2
ORD100734,2023-01-26 05:54:00,Home & Kitchen,3346.3,1,0,3346.3,Central,Debit Card,27,0,4,1,Jan,Thursday,1
ORD100735,2023-04-24 20:14:00,Clothing,478.64,1,0,478.64,South,UPI,30,1,5,4,Apr,Monday,2
ORD100736,2023-09-20 00:55:00,Home & Kitchen,1536.86,1,0,1536.86,North,Credit Card,20,0,4,9,Sep,Wednesday,3
ORD100737,2023-11-28 05:38:00,Clothing,889.15,2,15,1511.55,North,UPI,31,1,1,11,Nov,Tuesday,4
ORD100738,2023-06-06 22:45:00,Sports,1922.7,2,0,3845.4,East,Credit Card,60,0,4,6,Jun,Tuesday,2
ORD100739,2023-06-28 14:16:00,Home & Kitchen,1130.62,1,15,961.03,South,Credit Card,42,0,2,6,Jun,Wednesday,2
ORD100740,2023-09-24 19:25:00,Beauty,408.72,1,20,326.97,Central,UPI,64,0,1,9,Sep,Sunday,3
ORD100741,2023-12-06 11:35:00,Sports,1883.72,4,0,7534.88,Central,Credit Card,45,0,1,12,Dec,Wednesday,4
ORD100742,2023-12-17 03:30:00,Books,573.04,1,5,544.39,North,UPI,57,0,4,12,Dec,Sunday,4
ORD100743,2023-11-24 10:55:00,Books,607.95,1,20,486.36,East,UPI,20,1,4,11,Nov,Friday,4
ORD100744,2023-11-30 09:12:00,Beauty,514.3,1,5,488.58,South,Credit Card,35,0,4,11,Nov,Thursday,4
ORD100745,2023-01-30 19:25:00,Clothing,1181.34,1,15,1004.14,East,Debit Card,64,0,4,1,Jan,Monday,1
ORD100746,2023-01-14 20:31:00,Beauty,1197.06,1,10,1077.35,East,UPI,31,0,3,1,Jan,Saturday,1
ORD100747,2023-07-27 12:47:00,Home & Kitchen,2539.8,1,5,2412.81,North,Credit Card,39,0,5,7,Jul,Thursday,3
ORD100748,2023-04-08 10:46:00,Sports,2654.57,1,5,2521.85,South,Debit Card,36,0,2,4,Apr,Saturday,2
ORD100749,2023-09-01 21:22:00,Beauty,636.97,1,20,509.57,Central,UPI,52,0,4,9,Sep,Friday,3
ORD100750,2023-12-03 17:11:00,Clothing,100.0,1,20,80.0,East,UPI,33,0,5,12,Dec,Sunday,4
ORD100751,2023-05-13 23:51:00,Clothing,1752.04,5,0,8760.18,Central,Debit Card,39,0,5,5,May,Saturday,2
ORD100752,2023-12-15 10:41:00,Clothing,1884.05,1,5,1789.85,North,UPI,47,1,4,12,Dec,Friday,4
